,Company,TypeName,Inches,Memory,Gpu,OperatingSystem,Weight,Price,ScreenWidth,ScreenHeight,CpuManufacturer,CpuSpeed,CpuModel,PrimaryStorageAmount,PrimaryStorageType,SecondaryStorageAmount,SecondaryStorageType
1256,Asus,Gaming,17.3,16,Other,Windows 10,4.0,101232.0,1920,1080,Intel,2.6,Core i7,128.0,SSD,1000.0,HDD
1257,Dell,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.29,26107.2,1366,768,Intel,2,Core i3,500.0,HDD,0.0,None
1258,Lenovo,Notebook,15.6,8,Other,Windows 7,2.32,47685.6,1920,1080,Intel,2.5,Core i7,1000.0,Hybrid,0.0,None
1259,Other,Gaming,15.6,8,Other,Windows 10,2.4,65481.12,1920,1080,Intel,2.6,Core i7,128.0,SSD,1000.0,HDD
1260,Lenovo,2 in 1 Convertible,14.0,4,Intel HD Graphics 520,Windows 10,1.8,44382.7728,1920,1080,Intel,2.3,Core i5,128.0,SSD,0.0,None
1261,Asus,Ultrabook,13.3,8,Intel HD Graphics 515,Windows 10,1.2,38841.12,1920,1080,Intel,0.9,Core M,512.0,SSD,0.0,None
1262,Dell,Notebook,15.6,6,Intel HD Graphics 620,Windows 10,2.3,24455.52,1366,768,Intel,2.4,Core i3,1000.0,HDD,0.0,None
1263,Acer,Notebook,15.6,4,Intel HD Graphics 400,Linux,2.4,15397.92,1366,768,Intel,1.6,Celeron Dual,500.0,HDD,0.0,None
1264,Dell,Notebook,15.6,2,Intel HD Graphics,Windows 10,2.20,20193.12,1366,768,Intel,1.6,Celeron Dual,500.0,HDD,0.0,None
1265,Lenovo,Notebook,15.6,8,Other,Windows 10,2.6,47898.72,1920,1080,Intel,2.6,Core i7,1000.0,HDD,0.0,None
1266,HP,Notebook,15.6,6,Other,Windows 10,2.04,29303.4672,1920,1080,AMD,2.9,Other,1000.0,Hybrid,0.0,None
1267,Dell,Notebook,15.6,8,AMD Radeon R5 M430,Linux,2.3,42943.1472,1366,768,Intel,2.7,Core i7,1000.0,HDD,0.0,None
1268,HP,Other,11.6,2,Intel HD Graphics 400,Windows 10,1.17,11135.52,1366,768,Intel,1.6,Celeron Dual,32.0,Flash Storage,0.0,None
1269,Asus,Notebook,15.6,4,Other,Windows 10,2.2,38378.6496,1366,768,Intel,2.5,Core i7,500.0,HDD,0.0,None
1270,Lenovo,2 in 1 Convertible,14.0,4,Intel HD Graphics 520,Windows 10,1.8,33992.64,1920,1080,Intel,2.5,Core i7,128.0,SSD,0.0,None
1271,Lenovo,2 in 1 Convertible,13.3,16,Intel HD Graphics 520,Windows 10,1.3,79866.72,3200,1800,Intel,2.5,Core i7,512.0,SSD,0.0,None
1272,Lenovo,Notebook,14.0,2,Intel HD Graphics,Windows 10,1.5,12201.12,1366,768,Intel,1.6,Celeron Dual,64.0,Flash Storage,0.0,None
1273,HP,Notebook,15.6,6,Other,Windows 10,2.19,40705.92,1366,768,Intel,2.5,Core i7,1000.0,HDD,0.0,None
1274,Asus,Notebook,15.6,4,Intel HD Graphics,Windows 10,2.2,19660.32,1366,768,Intel,1.6,Celeron Dual,500.0,HDD,0.0,None
1275,Asus,Ultrabook,13.3,8,Intel HD Graphics 515,Windows 10,1.2,38841.12,1920,1080,Intel,0.9,Core M,512.0,SSD,0.0,None
1276,Dell,Notebook,15.6,6,Intel HD Graphics 620,Windows 10,2.3,24455.52,1366,768,Intel,2.4,Core i3,1000.0,HDD,0.0,None
1277,Acer,Notebook,15.6,4,Intel HD Graphics 400,Linux,2.4,15397.92,1366,768,Intel,1.6,Celeron Dual,500.0,HDD,0.0,None
1278,Dell,Notebook,15.6,2,Intel HD Graphics,Windows 10,2.20,20193.12,1366,768,Intel,1.6,Celeron Dual,500.0,HDD,0.0,None
1279,Lenovo,Notebook,15.6,8,Other,Windows 10,2.6,47898.72,1920,1080,Intel,2.6,Core i7,1000.0,HDD,0.0,None
1280,HP,Notebook,15.6,6,Other,Windows 10,2.04,29303.4672,1920,1080,AMD,2.9,Other,1000.0,Hybrid,0.0,None
1281,Dell,Notebook,15.6,8,AMD Radeon R5 M430,Linux,2.3,42943.1472,1366,768,Intel,2.7,Core i7,1000.0,HDD,0.0,None
1282,HP,Other,11.6,2,Intel HD Graphics 400,Windows 10,1.17,11135.52,1366,768,Intel,1.6,Celeron Dual,32.0,Flash Storage,0.0,None
1283,Asus,Notebook,15.6,4,Other,Windows 10,2.2,38378.6496,1366,768,Intel,2.5,Core i7,500.0,HDD,0.0,None
1284,Lenovo,2 in 1 Convertible,14.0,4,Intel HD Graphics 520,Windows 10,1.8,33992.64,1920,1080,Intel,2.5,Core i7,128.0,SSD,0.0,None
1285,Lenovo,2 in 1 Convertible,13.3,16,Intel HD Graphics 520,Windows 10,1.3,79866.72,3200,1800,Intel,2.5,Core i7,512.0,SSD,0.0,None
1286,Lenovo,Notebook,14.0,2,Intel HD Graphics,Windows 10,1.5,12201.12,1366,768,Intel,1.6,Celeron Dual,64.0,Flash Storage,0.0,None
1287,HP,Notebook,15.6,6,Other,Windows 10,2.19,40705.92,1366,768,Intel,2.5,Core i7,1000.0,HDD,0.0,None
1288,Asus,Notebook,15.6,4,Intel HD Graphics,Windows 10,2.2,19660.32,1366,768,Intel,1.6,Celeron Dual,500.0,HDD,0.0,None
1289,Asus,Ultrabook,13.3,8,Intel HD Graphics 515,Windows 10,1.2,38841.12,1920,1080,Intel,0.9,Core M,512.0,SSD,0.0,None
1290,Dell,Notebook,15.6,6,Intel HD Graphics 620,Windows 10,2.3,24455.52,1366,768,Intel,2.4,Core i3,1000.0,HDD,0.0,None
1291,Acer,Notebook,15.6,4,Intel HD Graphics 400,Linux,2.4,15397.92,1366,768,Intel,1.6,Celeron Dual,500.0,HDD,0.0,None
1292,Dell,Notebook,15.6,2,Intel HD Graphics,Windows 10,2.20,20193.12,1366,768,Intel,1.6,Celeron Dual,500.0,HDD,0.0,None
1293,Lenovo,Notebook,15.6,8,Other,Windows 10,2.6,47898.72,1920,1080,Intel,2.6,Core i7,1000.0,HDD,0.0,None
1294,HP,Notebook,15.6,6,Other,Windows 10,2.04,29303.4672,1920,1080,AMD,2.9,Other,1000.0,Hybrid,0.0,None
1295,Dell,Notebook,15.6,8,AMD Radeon R5 M430,Linux,2.3,42943.1472,1366,768,Intel,2.7,Core i7,1000.0,HDD,0.0,None
1296,HP,Other,11.6,2,Intel HD Graphics 400,Windows 10,1.17,11135.52,1366,768,Intel,1.6,Celeron Dual,32.0,Flash Storage,0.0,None
1297,Asus,Notebook,15.6,4,Other,Windows 10,2.2,38378.6496,1366,768,Intel,2.5,Core i7,500.0,HDD,0.0,None
1298,Lenovo,2 in 1 Convertible,14.0,4,Intel HD Graphics 520,Windows 10,1.8,33992.64,1920,1080,Intel,2.5,Core i7,128.0,SSD,0.0,None
1299,Lenovo,2 in 1 Convertible,13.3,16,Intel HD Graphics 520,Windows 10,1.3,79866.72,3200,1800,Intel,2.5,Core i7,512.0,SSD,0.0,None
1300,Lenovo,Notebook,14.0,2,Intel HD Graphics,Windows 10,1.5,12201.12,1366,768,Intel,1.6,Celeron Dual,64.0,Flash Storage,0.0,None
1301,HP,Notebook,15.6,6,Other,Windows 10,2.19,40705.92,1366,768,Intel,2.5,Core i7,1000.0,HDD,0.0,None
1302,Asus,Notebook,15.6,4,Intel HD Graphics,Windows 10,2.2,19660.32,1366,768,Intel,1.6,Celeron Dual,500.0,HDD,0.0,None
